MAG_AUTO_u	MAG_AUTO_g	MAG_AUTO_r	MAG_AUTO_i	u-r	r-i	class
continuous	continuous	continuous	continuous	continuous	continuous	0 1
						class
22.9056	21.0059	19.8579	19.3759	3.048	0.482	0
24.5759	20.0613	18.8246	18.2996	5.751	0.525	0
24.5194	22.4063	21.7040	21.1033	2.815	0.601	0
23.3982	21.5580	20.4351	19.9472	2.963	0.488	0
25.3185	22.6617	21.6783	21.3999	3.640	0.278	0
23.5810	22.3783	21.5363	21.1901	2.045	0.346	0
20.4468	19.3937	18.9346	18.6090	1.512	0.326	0
25.4845	22.2087	21.0147	20.5115	4.470	0.503	0
23.3007	22.0503	21.8003	21.5709	1.500	0.229	0
23.0701	21.9203	20.6206	20.2210	2.450	0.400	0
22.6877	21.5904	21.1602	21.0126	1.528	0.148	0
20.5424	17.9139	16.7602	16.3544	3.782	0.406	0
23.0393	22.6658	21.8248	21.5928	1.215	0.232	0
22.1819	21.2489	21.0114	21.0043	1.170	0.007	0
23.5647	22.2827	21.4507	21.1613	2.114	0.289	0
24.5013	22.4136	21.6674	21.4124	2.834	0.255	0
21.1734	20.0795	19.5045	19.2508	1.669	0.254	0
21.3848	21.3318	21.3045	20.9939	0.080	0.311	0
22.2917	21.6200	21.2355	20.7376	1.056	0.498	0
22.1425	20.6335	20.1027	19.5496	2.040	0.553	0
22.0218	21.1679	20.3356	19.9173	1.686	0.418	0
20.7741	19.3252	18.7804	18.5362	1.994	0.244	0
23.4624	22.0690	21.1334	20.5917	2.329	0.542	0
21.7729	20.9227	20.2730	19.9406	1.500	0.332	0
23.4238	20.8441	19.4004	18.0089	4.023	1.392	0
24.1157	22.7269	21.9756	22.1173	2.140	-0.142	0
23.4396	20.6872	19.3566	17.9392	4.083	1.417	0
22.7862	20.3633	18.8806	18.3129	3.906	0.568	0
24.3248	22.0236	20.8441	20.4333	3.481	0.411	0
21.3207	18.5482	17.1694	16.1231	4.151	1.046	0
23.7086	20.7763	19.2642	17.9430	4.444	1.321	0
23.1095	20.0963	18.6854	17.7606	4.424	0.925	0
24.1810	22.3354	21.9715	22.1585	2.209	-0.187	0
23.2628	21.9442	21.5453	21.2717	1.718	0.274	0
22.6693	21.8681	21.3564	21.2377	1.313	0.119	0
24.4856	22.7587	21.9957	21.9425	2.490	0.053	0
22.8456	22.1721	21.5149	21.1976	1.331	0.317	0
24.0038	21.7224	21.1414	21.0977	2.862	0.044	0
22.3762	19.6007	18.2596	17.6169	4.117	0.643	0
22.2922	22.0150	21.3507	21.0312	0.941	0.319	0
23.0331	21.8966	21.5718	21.2721	1.461	0.300	0
22.7044	21.6532	21.3552	21.1099	1.349	0.245	0
23.6961	22.7946	21.8584	21.4947	1.838	0.364	0
19.7979	18.5825	18.2339	18.0793	1.564	0.155	0
24.1697	22.0776	21.5651	21.3462	2.605	0.219	0
25.3837	22.1944	21.1085	20.4953	4.275	0.613	0
24.9012	21.3365	19.9104	19.0674	4.991	0.843	0
23.5817	22.3486	21.1149	20.4018	2.467	0.713	0
21.0468	19.9096	19.4633	19.2794	1.583	0.184	0
23.0167	22.3213	21.5719	21.4957	1.445	0.076	0
21.6560	20.5325	20.2435	20.0943	1.413	0.149	0
23.8746	22.4769	21.9637	21.6685	1.911	0.295	0
20.7513	18.0709	16.8299	16.3578	3.921	0.472	0
22.6902	20.1054	18.9264	18.4346	3.764	0.492	0
25.3066	21.7199	20.3184	19.7833	4.988	0.535	0
21.0394	20.0742	19.7556	19.5829	1.284	0.173	0
22.0594	21.3490	20.9479	20.9194	1.111	0.029	0
22.4124	21.7751	20.6882	20.3555	1.724	0.333	0
23.2000	19.6694	18.4520	18.0042	4.748	0.448	0
21.5465	19.3511	18.4008	18.0252	3.146	0.376	0
23.9885	22.2684	21.6189	21.2468	2.370	0.372	0
25.1051	21.1755	19.8353	18.7696	5.270	1.066	0
24.7275	22.1977	20.9992	20.3982	3.728	0.601	0
22.4609	21.6328	21.1943	21.0748	1.267	0.119	0
20.7842	20.1801	19.5001	19.3393	1.284	0.161	0
23.2089	21.4243	20.7601	20.4758	2.449	0.284	0
22.2453	21.9752	21.9908	21.6016	0.254	0.389	0
21.9993	20.9358	20.6365	20.4640	1.363	0.172	0
25.3349	22.6848	21.1653	20.6207	4.170	0.545	0
23.4952	21.7471	21.1028	20.7533	2.392	0.350	0
24.5319	22.5460	21.7527	21.3794	2.779	0.373	0
22.7368	21.3061	20.5596	20.2386	2.177	0.321	0
25.0162	23.2481	21.8586	21.3111	3.158	0.548	0
23.2706	22.4040	21.3978	21.0960	1.873	0.302	0
23.3342	22.0301	20.9337	20.3932	2.400	0.541	0
24.0117	20.9149	19.6476	19.0151	4.364	0.632	0
23.9502	22.6487	21.6305	20.9728	2.320	0.658	0
23.7246	22.0714	21.4257	21.2049	2.299	0.221	0
24.5402	21.8944	20.8008	20.4067	3.739	0.394	0
22.5326	22.0352	20.9066	20.3979	1.626	0.509	0
24.5658	23.1208	21.8048	20.7305	2.761	1.074	0
22.7575	21.9507	21.6270	21.4484	1.130	0.179	0
23.0139	21.4104	20.9306	20.4148	2.083	0.516	0
20.5211	18.1134	17.0885	16.6523	3.433	0.436	0
23.0783	20.0556	18.6593	17.6147	4.419	1.045	0
21.8033	20.8382	20.5240	20.4036	1.279	0.120	0
25.7593	23.3181	21.7352	20.2355	4.024	1.500	0
23.6968	19.9397	19.2637	18.9517	4.433	0.312	0
22.4358	19.3753	17.8063	16.6733	4.630	1.133	0
23.9059	20.5139	19.1636	18.6226	4.742	0.541	0
22.8039	21.8480	21.5119	21.4920	1.292	0.020	0
22.8811	21.5893	20.9485	20.6568	1.933	0.292	0
23.4626	22.5700	21.8086	21.5633	1.654	0.245	0
22.1648	21.6189	20.7640	20.6175	1.401	0.146	0
21.9160	21.2125	20.1992	19.8762	1.717	0.323	0
24.0935	22.6057	21.8821	21.3026	2.211	0.579	0
23.5048	21.9001	21.4459	21.0732	2.059	0.373	0
18.4634	17.3735	17.0329	16.8863	1.431	0.147	0
21.3786	20.3824	20.0583	19.9263	1.320	0.132	0
23.1740	22.1015	21.7052	21.5539	1.469	0.151	0
22.7517	21.7492	20.9192	20.5570	1.832	0.362	0
20.9773	19.8492	19.3407	18.9781	1.637	0.363	0
24.1573	21.8912	20.4382	19.9430	3.719	0.495	0
24.0041	22.8368	21.9304	21.3090	2.074	0.621	0
20.8414	19.7785	19.3224	19.1028	1.519	0.220	0
22.9932	22.2937	21.7036	20.9714	1.290	0.732	0
23.1013	21.9989	21.5366	21.5495	1.565	-0.013	0
22.7462	22.0378	21.7573	21.5334	0.989	0.224	0
23.5871	22.4684	21.3543	21.0475	2.233	0.307	0
22.8966	21.9677	21.4030	21.1271	1.494	0.276	0
22.2247	21.3668	20.3773	19.9584	1.847	0.419	0
22.1917	21.9323	21.9977	21.4804	0.194	0.517	0
25.4948	21.5456	20.2502	19.3519	5.245	0.898	0
22.4030	21.2307	20.8509	20.6624	1.552	0.189	0
23.2875	22.4850	21.8388	21.2848	1.449	0.554	0
25.0916	22.8963	21.5636	20.9334	3.528	0.630	0
23.1379	21.8886	21.9736	21.8969	1.164	0.077	0
22.1100	20.8693	20.5597	20.2942	1.550	0.265	0
23.4986	22.0615	20.7945	20.3736	2.704	0.421	0
23.6624	20.8347	19.4398	18.5704	4.223	0.869	0
22.6505	22.0395	21.0512	20.7752	1.599	0.276	0
21.7610	20.5832	20.1454	19.8587	1.616	0.287	0
25.8937	20.8462	19.8676	19.5098	6.026	0.358	0
23.3811	21.9833	20.8391	20.0446	2.542	0.795	0
23.0708	21.8096	21.5285	21.3559	1.542	0.173	0
17.2461	15.7538	16.7663	15.0360	0.480	1.730	0
21.1079	20.1227	19.8296	19.6994	1.278	0.130	0
20.6236	19.4570	18.9959	18.8042	1.628	0.192	0
22.8313	22.4585	21.7992	21.2311	1.032	0.568	0
21.2136	18.4356	17.0704	16.4700	4.143	0.600	0
20.6854	19.6505	19.3801	19.2400	1.305	0.140	0
21.3015	19.8015	19.2336	19.0184	2.068	0.215	0
16.5606	16.6088	16.4610	14.7473	0.100	1.714	0
23.4567	22.3122	21.8051	21.6229	1.652	0.182	0
20.5609	17.9126	17.8392	15.6185	2.722	2.221	0
25.0707	22.6489	21.7704	21.3961	3.300	0.374	0
22.0816	21.1396	20.9882	20.6899	1.093	0.298	0
18.4898	17.1507	16.6746	16.4663	1.815	0.208	0
18.3869	16.7308	17.5394	15.8488	0.847	1.691	0
20.9721	19.1796	18.5160	18.2556	2.456	0.260	0
22.7127	22.0543	21.0749	20.6052	1.638	0.470	0
22.9752	21.6592	21.1768	20.8521	1.798	0.325	0
22.7164	22.0524	20.9680	20.4699	1.748	0.498	0
22.3849	20.7906	19.7636	19.1999	2.621	0.564	0
22.8722	19.4946	17.9864	16.1471	4.886	1.839	0
24.7295	22.2412	21.2605	20.7725	3.469	0.488	0
23.5507	21.8857	21.0398	20.6305	2.511	0.409	0
23.8915	22.6573	21.7662	21.0853	2.125	0.681	0
22.3893	21.9196	21.3798	21.0176	1.009	0.362	0
23.0904	20.2695	18.9307	18.2283	4.160	0.702	0
21.4848	18.8799	17.8265	17.4232	3.658	0.403	0
23.8323	22.5513	21.8742	21.3235	1.958	0.551	0
21.6039	20.6082	20.1377	19.9044	1.466	0.233	0
22.4506	21.0901	20.0330	19.6470	2.418	0.386	0
24.8468	22.6506	21.9979	21.8432	2.849	0.155	0
23.4773	22.4129	21.6205	21.3570	1.857	0.264	0
23.7889	22.1323	21.4670	21.2189	2.322	0.248	0
21.5006	21.3211	21.1554	20.8700	0.345	0.285	0
23.2095	21.9551	21.5417	21.1761	1.668	0.366	0
23.9207	21.7615	20.6218	20.1648	3.299	0.457	0
22.5604	21.0060	19.8547	19.3484	2.706	0.506	0
24.0170	22.4497	21.5780	21.2318	2.439	0.346	0
23.7491	22.4866	21.9925	21.6537	1.757	0.339	0
24.7571	21.5642	20.2316	19.6856	4.525	0.546	0
24.2927	22.4246	21.7210	21.4236	2.572	0.297	0
20.0956	18.9620	18.6071	18.4685	1.489	0.139	0
22.1529	21.3613	21.4936	21.4638	0.659	0.030	0
19.2273	18.2436	17.9790	17.8716	1.248	0.107	0
21.4633	20.4736	20.0685	19.8659	1.395	0.203	0
25.2616	22.6917	21.3433	20.8155	3.918	0.528	0
21.2225	20.2668	19.9417	19.7848	1.281	0.157	0
25.1919	22.3453	21.6570	21.2477	3.535	0.409	0
22.8543	22.6565	21.9883	21.7129	0.866	0.275	0
22.0467	20.9502	20.7293	20.4737	1.317	0.256	0
22.5803	21.8658	20.9171	20.3085	1.663	0.609	0
22.2290	20.7992	20.2810	19.9446	1.948	0.336	0
23.0844	20.7446	19.6572	19.1879	3.427	0.469	0
22.9645	20.8794	19.5417	19.0560	3.423	0.486	0
24.8485	23.1208	21.9932	21.3054	2.855	0.688	0
25.6212	22.7729	21.3305	19.8298	4.291	1.501	0
23.5437	22.4433	21.8650	21.5049	1.679	0.360	0
25.0981	21.7048	20.4415	19.9608	4.657	0.481	0
18.5999	17.0843	17.8428	16.3152	0.757	1.528	0
25.0627	21.7352	20.3648	19.7311	4.698	0.634	0
23.0724	20.5277	19.2212	18.5678	3.851	0.653	0
22.3670	19.5207	18.1820	17.5188	4.185	0.663	0
24.1110	22.8218	21.8740	21.5658	2.237	0.308	0
22.5114	21.1494	20.3230	19.9314	2.188	0.392	0
24.3422	21.8485	20.4442	19.8935	3.898	0.551	0
21.8835	20.4472	19.5236	19.0944	2.360	0.429	0
22.8557	21.7200	21.4999	21.3843	1.356	0.116	0
25.2568	23.6662	21.9103	20.7610	3.347	1.149	0
21.0081	19.7446	19.1632	18.9219	1.845	0.241	0
24.1175	20.5639	19.6363	19.1964	4.481	0.440	0
20.5292	18.3954	17.5543	17.1977	2.975	0.357	0
24.2388	21.8208	20.6808	20.3490	3.558	0.332	0
21.4945	19.3602	18.3658	17.9258	3.129	0.440	0
23.7654	21.6922	20.9953	20.6544	2.770	0.341	0
22.2731	21.0515	20.6157	20.4319	1.657	0.184	0
24.6364	22.3571	21.2259	20.6156	3.410	0.610	0
22.9506	21.6155	21.2107	20.8704	1.740	0.340	0
25.4343	21.3078	20.0051	19.4468	5.429	0.558	0
22.3102	19.9239	18.7691	18.2336	3.541	0.535	0
22.9289	22.1010	21.0413	20.5781	1.888	0.463	0
19.5008	18.2959	18.0598	17.9875	1.441	0.072	0
22.0923	21.0832	20.7766	20.6382	1.316	0.138	0
24.8672	21.2901	20.0790	19.6340	4.788	0.445	0
22.6900	21.6254	21.4104	21.2651	1.280	0.145	0
24.1840	21.1647	19.8447	19.1985	4.339	0.646	0
23.4408	20.7046	19.3725	18.6820	4.068	0.691	0
25.3031	22.9178	21.5767	20.9985	3.726	0.578	0
23.9023	20.9051	19.5957	18.4837	4.307	1.112	0
23.0446	20.4741	19.2118	18.5050	3.833	0.707	0
22.0722	20.7471	20.3121	19.9615	1.760	0.351	0
23.5686	21.8689	21.3088	20.9941	2.260	0.315	0
21.6184	20.4779	20.0147	19.8080	1.604	0.207	0
24.1965	21.4165	20.2971	19.7640	3.899	0.533	0
22.0739	20.9586	20.4411	20.2399	1.633	0.201	0
24.9768	20.7439	20.1627	19.9724	4.814	0.190	0
22.6509	20.0091	18.6237	17.4899	4.027	1.134	0
24.2831	21.6071	20.4637	20.0361	3.819	0.428	0
20.5179	19.5517	19.2371	19.0815	1.281	0.156	0
23.3620	22.2700	21.3686	20.9784	1.993	0.390	0
22.1414	19.8045	18.7725	18.2512	3.369	0.521	0
24.8669	22.1256	21.0267	20.5865	3.840	0.440	0
23.2316	21.9423	21.5570	21.3531	1.675	0.204	0
22.8493	21.9482	21.5014	21.1617	1.348	0.340	0
23.4515	22.0202	20.9027	20.5797	2.549	0.323	0
20.3193	19.0740	18.6642	18.4125	1.655	0.252	0
24.2508	21.2603	19.8904	18.8884	4.360	1.002	0
22.9430	21.5507	20.9924	20.6589	1.951	0.333	0
22.4357	19.6249	18.2236	17.1358	4.212	1.088	0
23.0579	22.3959	21.6960	21.2593	1.362	0.437	0
19.3749	18.2324	17.8866	17.7283	1.488	0.158	0
24.6340	21.4633	20.2359	19.1672	4.398	1.069	0
19.4807	18.1945	17.7105	17.5018	1.770	0.209	0
23.8096	21.3391	20.4618	19.7919	3.348	0.670	0
24.2548	22.5634	21.9354	21.4448	2.319	0.491	0
25.4442	22.7921	21.4703	21.0437	3.974	0.427	0
22.9841	21.8587	21.1453	20.9044	1.839	0.241	0
24.7083	21.4294	20.6309	20.1761	4.077	0.455	0
23.3091	21.6730	20.7993	20.4269	2.510	0.372	0
22.4186	19.6421	18.2952	17.2578	4.123	1.037	0
23.0700	22.0334	21.6112	21.4316	1.459	0.180	0
25.2241	22.7374	21.7589	21.3423	3.465	0.417	0
22.8177	21.3875	20.4087	20.1279	2.409	0.281	0
23.1625	20.0694	18.6263	18.1431	4.536	0.483	0
22.4548	21.5186	21.1315	20.8077	1.323	0.324	0
23.3361	22.4397	21.4959	20.6414	1.840	0.854	0
25.3185	22.8159	21.7975	21.4237	3.521	0.374	0
20.8104	19.1030	18.2767	17.8799	2.534	0.397	0
21.7822	21.5768	21.3468	20.8704	0.435	0.476	0
23.2169	22.5735	21.9120	21.1666	1.305	0.745	0
24.9652	23.1493	21.6932	21.1451	3.272	0.548	0
22.2422	19.5278	18.2374	17.4387	4.005	0.799	0
23.7145	21.8638	21.2985	21.0478	2.416	0.251	0
21.4457	20.5036	20.2023	20.0156	1.243	0.187	0
21.6254	20.4340	19.8266	19.4618	1.799	0.365	0
23.1920	22.3083	21.9371	21.8058	1.255	0.131	0
21.2686	20.1011	19.7382	19.6274	1.530	0.111	0
22.8553	21.3897	20.7810	20.3802	2.074	0.401	0
22.7718	22.1466	21.6799	21.8850	1.092	-0.205	0
23.1667	22.3432	21.7922	21.5206	1.375	0.272	0
21.6958	20.7151	20.5225	20.4139	1.173	0.109	0
24.7925	21.8854	20.5199	19.7961	4.273	0.724	0
22.0700	21.1788	20.9259	20.6894	1.144	0.236	0
22.6389	21.7184	21.0783	20.7762	1.561	0.302	0
23.7360	21.0079	19.7040	18.6256	4.032	1.078	0
23.2597	22.4036	21.3324	21.1247	1.927	0.208	0
25.3873	22.5040	20.9545	20.4732	4.433	0.481	0
23.4058	21.2789	20.4054	20.2750	3.000	0.130	0
22.6721	21.4092	20.9182	20.7756	1.754	0.143	0
19.0773	17.4880	16.9169	16.7126	2.160	0.204	0
23.4638	20.8428	19.4781	18.4668	3.986	1.011	0
23.3020	21.7569	21.1029	20.6215	2.199	0.481	0
24.6554	22.5459	21.6464	21.2880	3.009	0.358	0
21.2416	20.0920	19.7544	19.5204	1.487	0.234	0
23.2529	21.8433	21.4041	21.0762	1.849	0.328	0
24.2928	22.6008	21.6005	21.3050	2.692	0.295	0
20.9789	20.0701	19.7618	19.4811	1.217	0.281	0
23.2991	21.9068	20.8540	20.5675	2.445	0.287	0
23.0977	21.9384	21.2455	20.8826	1.852	0.363	0
24.4134	21.4860	20.1919	19.3472	4.222	0.845	0
21.7744	20.7475	20.4069	20.2317	1.368	0.175	0
21.4395	19.1378	18.0427	17.5605	3.397	0.482	0
22.6111	20.0742	18.8625	18.3635	3.749	0.499	0
20.2757	19.3620	19.1809	19.0505	1.095	0.130	0
25.0674	22.4419	21.6113	21.2130	3.456	0.398	0
19.2789	18.1347	17.5482	17.1993	1.731	0.349	0
22.6322	21.7684	20.7741	20.3636	1.858	0.410	0
19.9425	17.8682	17.0944	16.8227	2.848	0.272	0
23.1682	21.2418	20.3967	20.1263	2.771	0.270	0
22.6039	22.1660	21.5415	21.2168	1.062	0.325	0
21.0755	20.0346	19.7426	19.5700	1.333	0.173	0
24.1297	22.3016	21.1580	20.5236	2.972	0.634	0
19.5058	18.1397	17.6730	17.4634	1.833	0.210	0
23.5261	22.6073	21.6543	21.2841	1.872	0.370	0
21.7935	20.0899	19.2733	18.8404	2.520	0.433	0
23.4590	22.3216	21.9785	21.6647	1.480	0.314	0
23.1962	22.2578	21.5344	21.3644	1.662	0.170	0
23.7828	22.6025	21.6819	21.7538	2.101	-0.072	0
22.0423	20.9683	20.6892	20.4180	1.353	0.271	0
22.8926	20.7073	19.2471	18.7192	3.645	0.528	0
23.4847	22.6021	21.9424	21.6033	1.542	0.339	0
22.9960	21.7857	21.3920	21.1685	1.604	0.223	0
22.8533	21.9124	21.6007	21.3805	1.253	0.220	0
23.3239	22.4392	21.6147	21.0754	1.709	0.539	0
23.1838	22.0899	21.4847	21.1684	1.699	0.316	0
23.6883	21.6214	20.4840	20.1506	3.204	0.333	0
19.7828	18.7131	18.2217	17.8755	1.561	0.346	0
22.6009	22.0406	21.7407	21.3067	0.860	0.434	0
21.3776	19.2468	18.1711	17.7004	3.206	0.471	0
23.4052	21.8474	21.1489	20.8398	2.256	0.309	0
20.5886	19.6358	19.2981	19.1059	1.291	0.192	0
23.1922	21.0882	20.0818	19.6048	3.110	0.477	0
24.6078	20.7629	19.4660	18.8421	5.142	0.624	0
23.1751	22.1910	21.8513	21.5350	1.324	0.316	0
24.2784	22.8047	21.4898	20.6490	2.789	0.841	0
20.7950	19.6278	19.2180	18.9971	1.577	0.221	0
25.5513	22.8461	21.6247	21.0177	3.927	0.607	0
25.0883	22.1580	21.8680	23.0815	3.220	-1.213	0
20.7986	19.8375	19.3858	19.1350	1.413	0.251	0
23.1150	20.6013	19.4655	18.9546	3.649	0.511	0
21.3231	20.3366	20.0481	19.8930	1.275	0.155	0
21.7611	18.8545	17.4608	16.3665	4.300	1.094	0
23.9500	21.4288	20.4834	20.0806	3.467	0.403	0
23.6957	21.3265	20.4124	20.0762	3.283	0.336	0
23.1978	22.0924	21.0908	20.6719	2.107	0.419	0
21.1813	19.7570	18.9711	18.6432	2.210	0.328	0
18.2870	17.2474	16.9797	16.8558	1.307	0.124	0
22.9321	22.2264	21.6050	20.9757	1.327	0.629	0
23.0117	22.5498	21.9040	21.2433	1.108	0.661	0
24.0033	21.8331	20.7559	20.1870	3.247	0.569	0
22.2371	21.1792	20.7587	20.4915	1.478	0.267	0
24.4618	22.8114	21.7332	21.1323	2.729	0.601	0
24.0575	22.6672	21.6852	21.5818	2.372	0.103	0
20.1600	18.9288	18.5133	18.3757	1.647	0.138	0
22.5267	21.6495	21.3814	21.1131	1.145	0.268	0
22.2988	21.6232	20.7843	20.6045	1.514	0.180	0
20.3538	19.1881	18.5436	18.1815	1.810	0.362	0
23.5078	20.5701	19.1362	18.1966	4.372	0.940	0
23.4759	22.7924	21.9445	21.5384	1.531	0.406	0
25.6681	21.1161	19.8829	19.4164	5.785	0.466	0
22.9761	20.3549	19.0941	18.5408	3.882	0.553	0
22.3717	21.7200	20.6673	20.1602	1.704	0.507	0
21.8327	20.4479	19.2212	18.7614	2.611	0.460	0
24.5696	23.0464	21.9439	21.2540	2.626	0.690	0
20.4995	19.4593	19.1773	19.0565	1.322	0.121	0
20.8497	19.6274	19.0612	18.6731	1.789	0.388	0
22.1439	21.1309	20.9011	20.7577	1.243	0.143	0
23.8158	22.6610	21.9269	21.6214	1.889	0.306	0
23.3167	21.2596	20.4703	20.0674	2.846	0.403	0
22.3453	20.1345	19.0794	18.6486	3.266	0.431	0
19.6691	17.7955	17.1326	16.8653	2.536	0.267	0
20.8263	19.6309	19.0386	18.6308	1.788	0.408	0
24.2134	22.7254	21.8240	21.6677	2.389	0.156	0
25.0340	21.9562	20.5717	19.9782	4.462	0.593	0
25.1516	22.1810	21.6114	21.8768	3.540	-0.265	0
23.5910	22.4582	21.6696	21.5235	1.921	0.146	0
21.4700	21.1730	20.7443	20.4771	0.726	0.267	0
24.6553	22.3173	21.3627	20.8069	3.293	0.556	0
22.8540	22.2809	21.8338	21.2561	1.020	0.578	0
20.2037	19.1857	18.6420	18.2907	1.562	0.351	0
19.7777	18.7452	18.4206	18.2980	1.357	0.123	0
23.1008	20.3584	19.2180	18.7151	3.883	0.503	0
21.1071	19.5744	19.0501	18.8184	2.057	0.232	0
24.7419	22.3023	21.4905	21.0833	3.251	0.407	0
22.3267	21.3479	20.9422	20.8280	1.385	0.114	0
20.4817	19.4797	19.2175	19.1287	1.264	0.089	0
24.5560	23.0996	21.9969	21.7791	2.559	0.218	0
21.7725	20.6157	20.1698	20.0209	1.603	0.149	0
20.9472	19.7186	19.1867	18.7982	1.760	0.389	0
21.2331	21.0735	20.6117	20.5583	0.621	0.053	0
22.9813	22.2513	21.5432	21.4159	1.438	0.127	0
22.2858	21.9336	21.9626	21.2688	0.323	0.694	0
24.9444	20.3465	19.4018	18.9056	5.543	0.496	0
21.7185	19.1852	18.0424	17.5433	3.676	0.499	0
24.0421	22.3949	20.8719	20.3446	3.170	0.527	0
23.7989	21.2044	19.9274	19.2248	3.872	0.703	0
23.7621	20.8620	19.4729	18.6975	4.289	0.775	0
23.2107	22.0154	21.5339	21.2637	1.677	0.270	0
22.3816	20.9213	19.4614	18.8980	2.920	0.563	0
22.6810	21.3721	20.4122	20.0158	2.269	0.396	0
22.8154	20.1565	18.8730	18.2659	3.942	0.607	0
24.9280	23.1042	21.9212	21.9799	3.007	-0.059	0
24.6284	22.4177	21.6420	21.2349	2.986	0.407	0
22.7272	20.5499	19.5813	19.1885	3.146	0.393	0
22.6284	21.1348	20.4659	20.1054	2.163	0.361	0
19.9707	18.0830	17.3732	17.0798	2.597	0.293	0
20.3858	17.6702	16.5267	16.1281	3.859	0.399	0
24.3473	22.4409	21.8452	21.6733	2.502	0.172	0
21.6915	20.4209	19.8955	19.6491	1.796	0.246	0
22.8585	20.8180	19.9961	19.6010	2.862	0.395	0
23.0426	20.8373	19.5357	19.0523	3.507	0.483	0
22.9569	20.4424	19.2472	18.7711	3.710	0.476	0
20.1024	18.4399	17.6372	17.2076	2.465	0.430	0
22.4620	21.4576	20.6853	20.4732	1.777	0.212	0
22.1346	19.3114	17.9501	16.8733	4.184	1.077	0
19.7727	18.7683	18.4609	18.3213	1.312	0.140	0
23.5654	22.2128	21.2266	20.9944	2.339	0.232	0
23.9906	23.0167	21.9627	21.4916	2.028	0.471	0
22.5277	20.4289	19.3216	18.7743	3.206	0.547	0
20.1875	17.9328	16.8734	16.4491	3.314	0.424	0
23.9207	21.4136	20.5185	20.0919	3.402	0.427	0
22.6058	22.1801	21.4921	21.1253	1.114	0.367	0
21.5872	20.6071	20.2517	20.0882	1.336	0.163	0
25.2681	19.6228	19.1332	18.7711	6.135	0.362	0
23.9606	20.9903	20.0630	19.6373	3.898	0.426	0
23.5339	22.6244	21.6975	21.5572	1.836	0.140	0
19.3659	17.8458	17.2924	17.0241	2.073	0.268	0
19.8374	18.4777	17.7230	17.3087	2.114	0.414	0
20.6277	19.2309	18.5805	18.2278	2.047	0.353	0
21.1206	20.1342	19.7081	19.3858	1.413	0.322	0
25.2448	21.6644	20.2792	19.7031	4.966	0.576	0
25.2573	22.1678	21.5210	21.1308	3.736	0.390	0
20.2505	19.1711	18.7137	18.3857	1.537	0.328	0
23.2454	22.5393	21.7069	21.4876	1.538	0.219	0
24.9136	22.7951	21.7937	21.3356	3.120	0.458	0
23.7565	22.9868	21.8720	21.7166	1.885	0.155	0
23.5252	21.5658	20.7673	20.4314	2.758	0.336	0
21.5750	20.5690	20.1570	19.9140	1.418	0.243	0
22.7041	22.1875	21.1523	20.7762	1.552	0.376	0
22.2393	21.2870	20.6414	20.4055	1.598	0.236	0
25.0643	22.3863	21.9304	21.8930	3.134	0.037	0
20.6173	19.3851	18.9107	18.6888	1.707	0.222	0
20.7827	18.8502	17.9214	17.4985	2.861	0.423	0
19.8583	18.7523	18.2345	17.8893	1.624	0.345	0
25.0781	22.0568	20.5930	20.0397	4.485	0.553	0
26.3522	23.2561	21.8562	20.4673	4.496	1.389	0
23.6763	21.9823	21.4245	21.1914	2.252	0.233	0
23.8254	22.0151	20.9950	20.3778	2.830	0.617	0
23.4179	21.8611	21.1145	20.8130	2.303	0.302	0
23.0306	22.0196	21.6304	21.4187	1.400	0.212	0
24.7279	21.6793	20.3660	19.6960	4.362	0.670	0
18.2626	17.0604	16.6889	16.5188	1.574	0.170	0
22.9860	22.0390	21.4701	20.9971	1.516	0.473	0
24.8586	22.3269	21.5687	21.4251	3.290	0.144	0
17.7306	15.9427	16.8390	15.0323	0.892	1.807	0
23.2504	22.0992	21.8609	21.8388	1.389	0.022	0
23.2447	20.9262	19.8606	19.4266	3.384	0.434	0
23.3795	20.3410	18.9639	17.6570	4.416	1.307	0
22.3153	20.6623	20.1728	19.8352	2.142	0.338	0
24.0262	21.9952	20.9340	20.4304	3.092	0.504	0
24.7443	22.0086	21.1493	20.8524	3.595	0.297	0
23.8027	21.6755	20.8947	20.5211	2.908	0.374	0
24.3827	21.3060	20.0177	19.2966	4.365	0.721	0
20.9432	18.7736	17.9731	17.6298	2.970	0.343	0
22.0047	21.1928	20.7185	20.2289	1.286	0.490	0
23.3538	21.0803	20.0392	19.6159	3.315	0.423	0
23.2496	21.4749	21.0960	20.7562	2.154	0.340	0
22.4151	21.3928	20.9980	20.7601	1.417	0.238	0
22.8560	21.6035	20.7120	20.3509	2.144	0.361	0
24.9570	22.6994	21.5959	21.1579	3.361	0.438	0
21.8301	21.7027	21.7701	21.2612	0.060	0.509	0
22.2288	19.5481	18.4222	17.8997	3.807	0.522	0
23.5998	19.8944	19.0044	18.6592	4.595	0.345	0
22.2209	21.2016	20.5677	20.3324	1.653	0.235	0
21.6124	20.7164	20.4974	20.4172	1.115	0.080	0
22.4733	21.1401	20.4503	20.0993	2.023	0.351	0
19.1047	16.3190	16.5816	14.4444	2.523	2.137	0
20.2898	18.1452	17.1390	16.7125	3.151	0.427	0
24.5383	22.0039	20.9224	20.5775	3.616	0.345	0
22.9657	22.6338	21.9801	21.8156	0.986	0.165	0
