MAG_AUTO_u	MAG_AUTO_g	MAG_AUTO_r	MAG_AUTO_i	u-r	r-i	class
continuous	continuous	continuous	continuous	continuous	continuous	0 1
						class
23.1763	22.5704	21.9538	21.1274	1.222	0.826	0
23.3299	22.1901	21.8305	21.6214	1.499	0.209	0
23.2223	22.5780	21.7113	21.4331	1.511	0.278	0
23.9423	20.9661	19.5060	18.1362	4.436	1.370	0
22.2969	21.2602	20.3140	20.0522	1.983	0.262	0
23.0636	22.4702	21.4874	21.1361	1.576	0.351	0
23.1290	20.6116	19.2582	18.2071	3.871	1.051	0
18.3319	17.1563	16.8169	16.6585	1.515	0.158	0
22.8357	21.5455	21.0731	20.9917	1.763	0.081	0
23.9767	21.5356	20.7628	20.5655	3.214	0.197	0
20.0013	18.7990	18.4169	18.2744	1.584	0.142	0
25.3041	22.4938	21.2302	20.7706	4.074	0.460	0
19.2612	17.9733	17.4646	17.2538	1.797	0.211	0
24.6229	23.1518	21.8713	21.6357	2.752	0.236	0
22.6202	21.5372	21.2403	21.1707	1.380	0.070	0
23.6693	21.8408	21.1476	20.8022	2.522	0.345	0
23.3866	22.1931	21.6258	21.5034	1.761	0.122	0
23.1618	21.9590	21.7107	21.4450	1.451	0.266	0
21.9905	21.0212	20.7252	20.6400	1.265	0.085	0
21.1726	18.4926	17.1190	16.1330	4.054	0.986	0
23.8611	21.6381	20.8807	20.3554	2.980	0.525	0
23.8931	22.6911	21.8874	21.4176	2.006	0.470	0
21.3499	20.3572	19.9593	19.7122	1.391	0.247	0
24.4490	22.3175	21.5321	21.0876	2.917	0.444	0
18.5455	17.5905	17.2998	17.1364	1.246	0.163	0
22.4412	21.3608	20.3787	19.9959	2.063	0.383	0
24.1343	19.8948	19.4276	19.1424	4.707	0.285	0
23.4901	20.5074	19.0601	17.9060	4.430	1.154	0
23.6549	20.8091	19.4960	18.7557	4.159	0.740	0
23.7073	22.6792	21.8503	21.8428	1.857	0.007	0
19.9943	17.9894	17.2261	16.9179	2.768	0.308	0
25.6191	22.4338	21.2903	21.0296	4.329	0.261	0
22.9851	22.1446	21.3144	20.7522	1.671	0.562	0
23.5373	20.4486	18.7963	17.5630	4.741	1.233	0
25.0388	21.7736	20.3569	19.5697	4.682	0.787	0
22.1823	21.1093	20.7530	20.5591	1.429	0.194	0
18.4261	17.1729	16.7874	16.6190	1.639	0.168	0
23.0845	21.9164	21.2326	20.9679	1.852	0.265	0
23.1286	21.1534	19.8998	19.1384	3.229	0.761	0
23.7600	22.1092	20.9276	20.4295	2.832	0.498	0
22.0475	20.8093	19.9412	19.6072	2.106	0.334	0
23.1593	21.0595	20.6632	20.4764	2.496	0.187	0
19.4280	18.2719	17.8876	17.7397	1.540	0.148	0
24.8540	21.6973	20.3260	19.6954	4.528	0.631	0
23.3379	21.8173	21.2774	21.1309	2.061	0.146	0
23.2385	22.0117	21.5677	21.4019	1.671	0.166	0
21.2724	20.1744	19.5676	19.3488	1.705	0.219	0
25.4580	22.8298	21.1736	20.4004	4.284	0.773	0
22.4161	21.4173	20.8952	20.6630	1.521	0.232	0
22.9137	22.1432	21.2248	20.7612	1.689	0.464	0
21.1139	20.2470	20.0012	19.8316	1.113	0.170	0
21.3782	20.3871	20.0764	19.9081	1.302	0.168	0
24.7170	21.8874	20.8833	20.4520	3.834	0.431	0
24.9484	22.6916	21.8744	21.1156	3.074	0.759	0
24.4801	21.3033	19.8541	18.7966	4.626	1.057	0
24.9291	21.2758	19.8670	19.3461	5.062	0.521	0
22.3476	21.4580	20.9071	20.7180	1.441	0.189	0
17.4323	16.2082	17.3116	15.6383	0.121	1.673	0
22.8533	22.2528	21.6311	21.1478	1.222	0.483	0
23.0394	22.3354	21.5298	21.3106	1.510	0.219	0
20.4904	19.4251	19.0772	18.9111	1.413	0.166	0
23.3333	21.7854	20.8995	20.4708	2.434	0.429	0
22.5652	22.1176	21.3286	21.4714	1.237	-0.143	0
23.7390	21.6535	20.2305	19.6710	3.509	0.559	0
22.6645	21.8832	21.4769	21.3360	1.188	0.141	0
23.5857	22.8783	21.9800	21.7232	1.606	0.257	0
22.7825	22.5404	21.6734	21.3605	1.109	0.313	0
21.7429	19.5017	18.5932	18.2169	3.150	0.376	0
24.6206	21.5433	21.0010	20.7919	3.620	0.209	0
23.3373	22.0703	21.6373	21.6547	1.700	-0.017	0
23.9278	22.0285	21.3196	20.8963	2.608	0.423	0
24.0543	22.3116	21.8298	21.5690	2.225	0.261	0
22.2072	21.4396	21.2882	21.1714	0.919	0.117	0
21.1431	18.9925	17.8815	17.3886	3.262	0.493	0
21.9105	21.0402	20.6969	20.6069	1.214	0.090	0
20.9489	19.9978	19.1428	18.7586	1.806	0.384	0
23.1620	20.4122	19.0770	18.2597	4.085	0.817	0
23.8711	20.7219	19.6153	19.1089	4.256	0.506	0
22.7797	21.9672	20.8967	20.6392	1.883	0.257	0
21.8966	21.0101	20.8507	20.7699	1.046	0.081	0
23.2455	22.1893	21.8249	21.7243	1.421	0.101	0
20.9598	20.4195	20.4815	20.1595	0.478	0.322	0
23.5233	22.8624	21.6311	21.3493	1.892	0.282	0
18.8574	17.1601	17.8238	16.1796	1.034	1.644	0
24.7003	21.9695	20.7423	20.4435	3.958	0.299	0
18.0209	17.0163	16.8114	16.6627	1.210	0.149	0
20.2963	18.7870	18.2182	17.9993	2.078	0.219	0
23.3841	21.5199	20.5897	20.3244	2.794	0.265	0
22.3247	21.8094	20.6461	20.4477	1.679	0.198	0
23.5840	20.8535	19.5730	18.9716	4.011	0.601	0
23.9143	20.9351	19.5850	18.5757	4.329	1.009	0
23.3111	20.8180	19.6153	19.0246	3.696	0.591	0
22.4523	21.5810	21.1459	20.9917	1.306	0.154	0
24.2469	22.6386	21.9812	21.3384	2.266	0.643	0
23.7943	22.1177	21.4398	21.0162	2.354	0.424	0
24.7814	22.1222	21.3554	20.8698	3.426	0.486	0
20.9419	19.9589	19.7941	19.5696	1.148	0.225	0
21.3926	20.3645	20.1090	20.0088	1.284	0.100	0
22.7155	21.5684	21.2153	21.0859	1.500	0.129	0
24.0234	21.4961	20.1452	19.3478	3.878	0.797	0
24.4961	21.1892	19.7783	19.1965	4.718	0.582	0
24.0877	21.0020	19.5840	19.0198	4.504	0.564	0
24.7114	22.6869	21.0766	20.6223	3.635	0.454	0
23.4816	21.6887	20.8547	20.4663	2.627	0.388	0
23.9423	21.2419	19.8513	18.7454	4.091	1.106	0
22.3138	21.0863	20.4701	20.1864	1.844	0.284	0
20.9008	19.9711	19.7993	19.6438	1.102	0.155	0
19.3597	17.9051	17.1504	16.7084	2.209	0.442	0
24.2592	22.4776	21.8580	21.5885	2.401	0.270	0
22.3709	22.3013	21.6239	21.3772	0.747	0.247	0
22.8742	22.3478	21.7434	21.5716	1.131	0.172	0
24.4299	21.5648	20.2571	19.5423	4.173	0.715	0
21.8052	20.7530	20.2906	20.0679	1.515	0.223	0
22.3707	20.1054	19.1117	18.7224	3.259	0.389	0
19.6221	18.5582	18.2373	18.0605	1.385	0.177	0
21.0040	19.3457	18.7158	18.4651	2.288	0.251	0
24.8823	22.5628	21.5911	20.7593	3.291	0.832	0
25.0710	21.7838	20.3713	19.2137	4.700	1.158	0
23.3595	21.5792	21.0178	20.7629	2.342	0.255	0
21.9830	20.8449	20.6560	20.4874	1.327	0.169	0
21.2346	20.1775	19.9197	19.7790	1.315	0.141	0
22.9215	21.5010	21.2706	21.1375	1.651	0.133	0
22.7136	19.7141	18.2363	16.8182	4.477	1.418	0
22.5783	20.0742	18.9359	18.4570	3.642	0.479	0
20.4702	19.4378	19.0939	18.9294	1.376	0.165	0
22.4812	21.4864	20.9788	20.7309	1.502	0.248	0
22.7005	22.0202	21.5633	21.3709	1.137	0.192	0
19.2017	17.8886	17.4652	17.3153	1.736	0.150	0
23.0018	20.9747	19.3866	18.9141	3.615	0.472	0
21.7800	20.6410	20.3943	20.2758	1.386	0.118	0
22.5943	21.5202	21.1878	21.1479	1.406	0.040	0
22.4141	21.9754	21.1193	20.7207	1.295	0.399	0
22.3977	21.8334	21.1217	21.1247	1.276	-0.003	0
22.6385	19.9833	18.4612	17.0102	4.177	1.451	0
21.6370	19.1875	18.1634	17.7599	3.474	0.404	0
21.9727	20.4974	19.5215	18.9715	2.451	0.550	0
23.7649	21.5296	20.0723	18.5634	3.693	1.509	0
18.8375	17.7455	17.3368	17.1980	1.501	0.139	0
22.4483	20.6157	19.8678	19.4981	2.580	0.370	0
22.3357	21.8711	21.0123	20.9508	1.323	0.062	0
23.0143	22.0962	21.7544	21.5361	1.260	0.218	0
22.0234	21.7906	21.4016	21.2138	0.622	0.188	0
23.4965	22.4695	21.8241	21.5913	1.672	0.233	0
23.0229	20.1878	18.8248	18.0173	4.198	0.808	0
22.2911	21.0949	20.6994	20.4898	1.592	0.210	0
23.8786	22.6849	21.8021	21.2918	2.076	0.510	0
23.7730	21.2464	20.2592	19.8607	3.514	0.398	0
18.6896	17.2930	16.8313	16.6304	1.858	0.201	0
19.9736	18.2814	17.6513	17.3370	2.322	0.314	0
21.8846	21.0425	20.7892	20.6532	1.095	0.136	0
22.4216	21.6353	21.3926	21.1463	1.029	0.246	0
22.8630	21.8943	21.6739	21.5046	1.189	0.169	0
23.8167	22.8411	21.8077	21.4389	2.009	0.369	0
21.8396	20.6940	20.4541	20.2786	1.385	0.175	0
22.5638	25.4502	18.5201	17.6640	4.044	0.856	0
23.0908	22.4270	21.3046	20.9739	1.786	0.331	0
23.0816	19.9618	18.4660	17.2441	4.616	1.222	0
19.0840	17.8060	17.2842	17.0734	1.800	0.211	0
24.3637	21.2599	19.9689	19.3883	4.395	0.581	0
25.0214	22.9201	21.6229	21.1751	3.399	0.448	0
22.6381	21.5385	21.2937	21.2199	1.344	0.074	0
21.6181	19.7421	18.4836	18.1187	3.134	0.365	0
21.8484	21.6821	21.9355	21.8428	-0.087	0.093	0
24.3945	22.7916	21.7678	21.5481	2.627	0.220	0
23.6617	22.0968	21.4973	21.1572	2.164	0.340	0
24.4448	21.9041	21.0381	20.6578	3.407	0.380	0
22.7118	19.7098	18.2288	17.1596	4.483	1.069	0
22.8203	22.1326	21.3828	21.1943	1.438	0.188	0
20.1060	18.6837	18.1762	17.9335	1.930	0.243	0
22.5283	21.9843	21.4927	21.3906	1.036	0.102	0
23.5438	22.2602	21.2002	20.8091	2.344	0.391	0
22.4730	21.6223	21.4053	21.3031	1.068	0.102	0
20.8287	18.8013	17.8467	17.4464	2.982	0.400	0
25.3818	21.3871	20.9921	20.7263	4.390	0.266	0
22.6880	19.8041	18.4334	17.6423	4.255	0.791	0
21.7486	20.6323	20.3487	20.2067	1.400	0.142	0
24.6261	21.2959	19.9281	18.9838	4.698	0.944	0
21.7648	20.7836	20.5144	20.2963	1.250	0.218	0
21.1842	20.2641	20.0662	19.9096	1.118	0.157	0
23.0865	21.8962	21.2069	20.7361	1.880	0.471	0
19.5904	18.3432	17.9606	17.7460	1.630	0.215	0
22.7720	21.8326	21.1907	21.1310	1.581	0.060	0
23.5731	22.1604	21.5176	21.1362	2.056	0.381	0
23.8644	22.5086	21.5719	21.3111	2.293	0.261	0
20.4179	19.2676	18.8323	18.5884	1.586	0.244	0
23.7459	22.2897	21.8509	21.6038	1.895	0.247	0
22.5980	21.8826	21.5512	21.3547	1.047	0.197	0
24.6056	22.5442	21.7547	21.3595	2.851	0.395	0
23.4092	21.6570	21.1894	20.9390	2.220	0.250	0
23.5984	22.7124	21.6131	21.2040	1.985	0.409	0
21.2924	20.4756	19.7744	19.4710	1.518	0.303	0
23.6167	25.0973	20.7982	20.5000	2.818	0.298	0
22.8962	22.1515	21.5186	21.0767	1.378	0.442	0
24.9756	21.3727	20.3428	19.8356	4.633	0.507	0
22.1632	21.1090	20.5072	20.1472	1.656	0.360	0
22.8331	20.3255	18.9857	17.9773	3.847	1.008	0
22.2235	19.5147	18.1566	17.1828	4.067	0.974	0
21.0408	20.0282	19.7408	19.6044	1.300	0.136	0
24.2092	21.2831	19.9155	18.9103	4.294	1.005	0
21.9625	20.9388	20.7480	20.6528	1.215	0.095	0
22.4483	19.5836	18.0833	16.9427	4.365	1.141	0
22.8754	22.1471	21.5560	21.5016	1.319	0.054	0
24.2628	21.6959	20.9438	20.5477	3.319	0.396	0
22.6893	20.8592	20.2423	19.8869	2.447	0.355	0
23.4189	21.3528	19.7753	19.1080	3.644	0.667	0
21.7514	20.8138	20.6177	20.4304	1.134	0.187	0
24.3045	21.6942	20.3300	19.5725	3.975	0.757	0
19.0556	18.0740	17.7538	17.5974	1.302	0.156	0
23.6721	22.4638	21.6055	20.9425	2.067	0.663	0
24.6252	22.7254	21.8074	21.7849	2.818	0.022	0
23.3962	22.3293	21.4435	20.9263	1.953	0.517	0
21.8222	21.1459	20.3037	20.0340	1.519	0.270	0
23.2680	20.9307	19.9134	19.4469	3.355	0.467	0
21.1581	18.5269	17.3791	16.9424	3.779	0.437	0
23.2435	22.0800	21.7365	21.6399	1.507	0.097	0
25.1609	22.4956	21.2985	20.8694	3.862	0.429	0
23.1200	21.8906	21.4585	21.3286	1.662	0.130	0
22.8956	22.0127	21.3395	21.0217	1.556	0.318	0
22.4985	21.1027	19.8878	19.3846	2.611	0.503	0
21.7752	20.8097	20.5346	20.3816	1.241	0.153	0
24.0951	22.0965	21.4383	20.4492	2.657	0.989	0
19.9955	18.9728	18.7009	18.6060	1.295	0.095	0
21.5320	21.4442	21.2699	21.2292	0.262	0.041	0
22.9635	21.7860	20.5520	20.1337	2.411	0.418	0
24.0271	21.3132	19.8669	19.2035	4.160	0.663	0
18.8582	17.8024	17.5189	17.3640	1.339	0.155	0
23.1770	21.9129	21.1314	20.7334	2.046	0.398	0
23.4652	21.4136	20.2274	19.6924	3.238	0.535	0
23.8904	21.6752	20.3891	19.8574	3.501	0.532	0
22.4773	19.5939	18.2249	17.1646	4.252	1.060	0
22.9060	21.7575	21.5326	21.3159	1.373	0.217	0
22.7297	21.4920	21.0699	20.7615	1.660	0.308	0
23.5192	21.9582	21.3998	20.9401	2.119	0.460	0
19.7423	18.2638	17.6967	17.4112	2.046	0.285	0
22.0880	19.2711	17.8124	16.9516	4.276	0.861	0
21.8857	20.9536	20.8228	20.6515	1.063	0.171	0
20.9080	18.6433	17.7694	17.4244	3.139	0.345	0
17.7347	16.4453	17.3867	15.6982	0.348	1.688	0
21.3623	21.0721	20.6319	20.3613	0.730	0.271	0
22.6576	22.5927	21.9146	21.6756	0.743	0.239	0
17.9945	16.1125	16.9413	15.0261	1.053	1.915	0
19.1793	17.3068	16.6137	16.3624	2.566	0.251	0
22.1754	21.3762	20.6618	20.2332	1.514	0.429	0
24.3032	21.6343	20.2552	19.3427	4.048	0.913	0
23.7172	22.7978	21.7914	21.1071	1.926	0.684	0
24.9290	21.1570	19.8516	19.3211	5.077	0.531	0
22.2529	21.6693	20.7376	20.0485	1.515	0.689	0
22.2430	21.3858	21.1460	21.1306	1.097	0.015	0
22.2450	20.3211	19.5106	19.1597	2.734	0.351	0
21.9896	21.2401	20.5823	20.2301	1.407	0.352	0
22.6884	21.2834	20.7549	20.4288	1.934	0.326	0
22.1970	22.2528	21.3024	21.1115	0.895	0.191	0
23.7700	22.3975	21.8614	21.6077	1.909	0.254	0
23.0368	20.2719	18.8181	18.2588	4.219	0.559	0
22.2977	19.3877	17.9941	16.8957	4.304	1.098	0
22.3446	21.4953	21.4132	21.3310	0.931	0.082	0
21.8067	20.6200	20.3354	20.1857	1.471	0.150	0
24.4329	21.4274	20.0865	19.0687	4.346	1.018	0
20.3278	18.8477	18.1504	17.7338	2.177	0.417	0
21.8679	19.9746	19.1028	18.7091	2.765	0.394	0
23.5208	22.1147	21.5142	20.8532	2.007	0.661	0
23.3904	22.5267	21.6797	21.3429	1.711	0.337	0
23.4556	22.2516	21.4665	21.2315	1.989	0.235	0
22.5804	21.5985	21.1248	20.8900	1.456	0.235	0
22.7134	21.6093	21.4599	21.0367	1.253	0.423	0
19.2523	18.3280	17.9925	17.8139	1.260	0.179	0
20.5941	18.1730	17.1989	16.8503	3.395	0.349	0
20.1853	19.1148	18.7197	18.5179	1.466	0.202	0
20.6609	19.2863	18.6736	18.3972	1.987	0.276	0
23.5918	21.0042	19.8874	19.4021	3.704	0.485	0
19.4506	18.1466	17.7253	17.5230	1.725	0.202	0
22.9709	22.1107	21.2260	20.7311	1.745	0.495	0
24.4471	21.9495	20.9816	20.6544	3.465	0.327	0
18.7584	17.4804	17.0714	16.9320	1.687	0.139	0
22.2240	20.4936	19.4643	18.9978	2.760	0.466	0
24.1226	22.4126	21.6333	21.2133	2.489	0.420	0
19.5831	18.0624	17.5384	17.3255	2.045	0.213	0
23.7097	21.9234	21.3174	21.1300	2.392	0.187	0
22.5408	19.8968	18.6363	17.9872	3.905	0.649	0
21.1309	19.2060	18.4760	18.1833	2.655	0.293	0
22.1493	21.0666	20.6864	20.4959	1.463	0.191	0
21.7897	20.5890	20.1993	20.0009	1.590	0.198	0
25.6408	22.0822	21.4677	21.1184	4.173	0.349	0
24.3552	22.1870	21.9249	21.5938	2.430	0.331	0
22.8787	22.0433	21.6216	21.4261	1.257	0.195	0
24.6790	22.0025	21.1242	20.7226	3.555	0.402	0
18.1104	16.7099	17.6015	16.1046	0.509	1.497	0
22.9385	21.9601	21.7269	21.4898	1.212	0.237	0
23.9391	22.2702	21.6667	21.3765	2.272	0.290	0
20.5339	19.5067	18.9925	18.6262	1.541	0.366	0
18.8641	18.4627	18.8675	19.0271	-0.003	-0.160	0
23.2030	21.7252	20.7266	20.0971	2.476	0.630	0
24.5156	22.2573	21.7823	21.4113	2.733	0.371	0
21.5960	20.8469	19.7970	19.2455	1.799	0.552	0
23.4639	22.3658	21.8899	21.6656	1.574	0.224	0
18.4211	16.8045	17.6608	15.9283	0.760	1.733	0
22.1559	19.9842	18.9760	18.5479	3.180	0.428	0
23.2954	22.3070	21.8761	22.0051	1.419	-0.129	0
24.6029	21.3518	19.8705	18.4153	4.732	1.455	0
23.8470	22.6589	21.8082	21.0610	2.039	0.747	0
24.8233	23.2318	21.8321	20.9019	2.991	0.930	0
21.4512	20.1122	19.6592	19.3949	1.792	0.264	0
25.7007	22.2407	20.7301	19.5321	4.971	1.198	0
21.8271	20.6250	20.2256	19.9815	1.602	0.244	0
20.3547	18.5812	17.9097	17.6270	2.445	0.283	0
20.6505	19.1232	18.5723	18.2829	2.078	0.289	0
22.4294	21.8361	21.0922	20.6944	1.337	0.398	0
24.9698	21.9734	20.9701	20.6541	4.000	0.316	0
22.5428	21.6405	21.4011	21.0658	1.142	0.335	0
23.5954	22.5576	21.7568	21.4831	1.839	0.274	0
24.2866	22.0343	20.7720	20.2619	3.515	0.510	0
21.9153	19.5812	18.6123	18.2533	3.303	0.359	0
22.9023	21.9310	21.6592	21.4547	1.243	0.205	0
23.0138	22.1424	21.1568	21.0990	1.857	0.058	0
22.9023	22.0931	21.7763	21.5094	1.126	0.267	0
21.0926	20.0487	19.6794	19.4146	1.413	0.265	0
20.8319	19.8532	19.5404	19.3133	1.292	0.227	0
22.0559	21.4239	20.8248	20.5897	1.231	0.235	0
21.4073	20.0899	19.7330	19.5434	1.674	0.190	0
22.8227	21.9180	21.7067	21.3973	1.116	0.309	0
23.3767	21.9105	21.4233	21.1462	1.953	0.277	0
18.5911	17.4129	17.0133	16.8477	1.578	0.166	0
21.9390	20.5025	20.0281	19.7955	1.911	0.233	0
22.1237	21.0892	20.8387	20.7029	1.285	0.136	0
21.5919	20.6158	20.3986	20.3222	1.193	0.076	0
21.5357	20.3203	20.1098	20.0226	1.426	0.087	0
23.4541	21.7500	21.4374	21.1354	2.017	0.302	0
23.2283	22.2283	21.0576	20.6137	2.171	0.444	0
22.4393	19.8720	18.5111	17.8864	3.928	0.625	0
23.8899	22.1607	21.9643	22.2407	1.926	-0.276	0
21.4704	19.9879	19.3779	19.1168	2.093	0.261	0
21.6441	20.6521	20.3315	20.2081	1.313	0.123	0
21.4099	20.5211	20.1615	19.9935	1.248	0.168	0
24.5775	26.1529	21.4667	20.7134	3.111	0.753	0
21.0561	19.9779	19.6344	19.4443	1.422	0.190	0
23.1428	20.2687	18.7885	17.5097	4.354	1.279	0
24.6276	22.5248	21.5092	21.3300	3.118	0.179	0
23.2304	21.9056	21.5730	21.2591	1.657	0.314	0
20.3042	19.1829	18.8247	18.6428	1.479	0.182	0
21.0746	20.3182	19.8534	19.7163	1.221	0.137	0
22.4300	21.0911	20.7121	20.4427	1.718	0.269	0
23.5601	21.2464	20.7452	20.4394	2.815	0.306	0
22.5233	21.6380	21.3298	21.1312	1.194	0.199	0
20.8013	19.1280	18.4918	18.2378	2.309	0.254	0
23.7520	22.5589	21.9016	21.5265	1.850	0.375	0
23.1301	22.3770	21.6845	21.5031	1.446	0.181	0
25.2188	22.0541	20.9116	20.4315	4.307	0.480	0
18.1457	17.1682	16.9277	16.7963	1.218	0.131	0
22.3674	21.5548	21.3038	21.2002	1.064	0.104	0
23.0239	22.1478	21.1798	20.8562	1.844	0.324	0
22.7526	20.2478	19.0136	18.4237	3.739	0.590	0
22.3844	21.3319	20.9065	20.6266	1.478	0.280	0
23.0406	22.2306	21.8235	21.6847	1.217	0.139	0
23.1468	21.0519	20.0332	19.4828	3.114	0.550	0
21.2322	19.2143	18.2532	17.8149	2.979	0.438	0
23.7495	22.1533	21.6816	21.3627	2.068	0.319	0
22.9495	20.3232	18.9350	17.9035	4.014	1.031	0
22.9829	22.4448	21.7481	21.2786	1.235	0.469	0
24.2851	22.1694	21.3213	20.9705	2.964	0.351	0
24.3450	22.5828	21.2466	20.9176	3.098	0.329	0
22.2630	21.1824	20.9086	20.7515	1.354	0.157	0
21.4844	20.4323	20.1935	20.0232	1.291	0.170	0
19.4039	19.1394	18.6599	18.5187	0.744	0.141	0
23.6856	22.3448	21.3940	21.1178	2.292	0.276	0
22.9566	21.1298	20.4025	20.0664	2.554	0.336	0
21.5592	20.6135	20.3425	20.2148	1.217	0.128	0
21.8859	20.9087	20.0351	19.6750	1.851	0.360	0
19.9016	17.8377	17.0457	16.7147	2.856	0.331	0
24.9179	22.8379	21.8828	21.6291	3.035	0.254	0
23.9064	22.2334	21.5382	21.3828	2.368	0.155	0
23.6093	20.7239	19.3249	18.3102	4.284	1.015	0
23.4779	22.1667	21.8139	21.5886	1.664	0.225	0
20.6130	19.5575	19.1658	18.9648	1.447	0.201	0
21.1858	19.6122	19.0294	18.7983	2.156	0.231	0
23.6194	20.9057	19.6940	19.1862	3.925	0.508	0
23.8027	22.1132	21.4488	21.2251	2.354	0.224	0
23.0975	22.0298	21.4549	21.1681	1.643	0.287	0
22.1347	21.0639	20.7579	20.4640	1.377	0.294	0
21.7853	20.7484	20.3414	20.0996	1.444	0.242	0
21.6416	20.0241	19.0494	18.6548	2.592	0.395	0
22.3990	21.2430	20.9254	20.7079	1.474	0.218	0
22.1220	21.0744	20.6798	20.4398	1.442	0.240	0
21.2484	19.8048	19.2369	18.9873	2.011	0.250	0
21.6715	20.5495	20.1781	19.9932	1.493	0.185	0
21.4044	20.0625	19.6004	19.3113	1.804	0.289	0
23.3521	21.7008	21.1318	20.7907	2.220	0.341	0
22.4963	21.5656	21.3329	21.1305	1.163	0.202	0
21.7503	21.2930	20.6862	20.4715	1.064	0.215	0
24.1685	21.1719	19.2587	18.7343	4.910	0.524	0
23.6648	21.7557	21.0420	20.7063	2.623	0.336	0
23.6171	22.3226	21.9513	21.5280	1.666	0.423	0
20.3507	19.1509	18.7927	18.5982	1.558	0.194	0
23.7973	22.3088	21.7227	21.3845	2.075	0.338	0
22.2493	21.3032	20.9415	20.6866	1.308	0.255	0
21.9487	19.6573	18.5934	18.1264	3.355	0.467	0
24.9931	21.8975	20.7028	20.1667	4.290	0.536	0
22.0566	21.3943	21.0057	20.6789	1.051	0.327	0
23.0839	21.3451	20.4202	19.7705	2.664	0.650	0
23.9964	22.7798	21.7816	21.3574	2.215	0.424	0
22.8562	22.0045	21.5575	21.2353	1.299	0.322	0
23.3690	21.2450	20.4033	20.1595	2.966	0.244	0
22.3774	21.0054	20.4722	20.2366	1.905	0.236	0
23.5605	22.1633	21.0448	20.5084	2.516	0.536	0
22.3691	21.1634	20.7031	20.4168	1.666	0.286	0
21.6565	20.3520	19.8861	19.6252	1.770	0.261	0
24.5045	21.2935	20.0093	19.2639	4.495	0.745	0
25.6795	23.1707	21.6028	20.3597	4.077	1.243	0
18.9028	17.8569	17.5704	17.4151	1.332	0.155	0
22.4670	21.3805	20.7582	20.3598	1.709	0.398	0
22.1899	19.4235	18.1300	17.1735	4.060	0.956	0
20.7449	18.8486	18.1167	17.7927	2.628	0.324	0
23.0733	22.2217	21.8767	21.7829	1.197	0.094	0
24.1121	22.7904	21.8051	21.1335	2.307	0.672	0
22.1225	20.9764	20.6526	20.4752	1.470	0.177	0
22.7461	21.6497	21.4110	21.2924	1.335	0.119	0
19.4302	18.3473	18.0205	17.8887	1.410	0.132	0
25.3716	22.3378	20.9956	19.7132	4.376	1.282	0
22.8383	21.7982	21.1092	20.8842	1.729	0.225	0
21.7586	21.1174	20.9088	20.4155	0.850	0.493	0
23.0482	22.0267	21.8319	21.8949	1.216	-0.063	0
23.7081	22.1319	21.0357	20.5469	2.672	0.489	0
23.9216	21.0175	19.5438	18.9783	4.378	0.566	0
23.9363	20.7293	19.2868	18.3305	4.649	0.956	0
21.4713	19.6816	18.9850	18.6693	2.486	0.316	0
23.0054	22.4061	21.3868	20.8131	1.619	0.574	0
24.4279	22.6097	21.1844	20.6202	3.243	0.564	0
22.0999	21.2906	21.0260	20.8618	1.074	0.164	0
24.0650	21.2391	19.9219	19.1012	4.143	0.821	0
23.3648	20.6831	19.2023	17.8168	4.163	1.385	0
23.0376	20.9090	19.7412	19.0765	3.296	0.665	0
20.1218	19.0106	18.5882	18.3487	1.534	0.240	0
22.0446	21.2365	21.0166	20.8104	1.028	0.206	0
22.1185	21.5504	20.6897	20.3384	1.429	0.351	0
24.9582	23.3940	21.9132	21.3184	3.045	0.595	0
21.4072	20.7863	20.0158	19.7067	1.391	0.309	0
19.9623	17.3522	17.7216	15.8889	2.241	1.833	0
22.5068	21.5006	20.7432	20.4918	1.764	0.251	0
23.6900	22.3138	21.5399	21.2695	2.150	0.270	0
25.6230	22.6826	21.2709	19.8108	4.352	1.460	0
24.7284	22.3303	21.7457	21.4453	2.983	0.300	0
19.5605	18.3906	17.9193	17.6828	1.641	0.236	0
22.6950	20.5235	19.6490	19.1768	3.046	0.472	0
21.9373	19.8087	19.0530	18.7012	2.884	0.352	0
23.1729	21.9742	21.3901	21.1885	1.783	0.202	0
22.8611	20.1442	18.9206	18.4828	3.940	0.438	0
22.9942	22.0500	21.6605	21.3340	1.334	0.326	0
23.0689	20.3194	18.7668	17.3104	4.302	1.456	0
20.3266	19.1712	18.7796	18.5757	1.547	0.204	0
23.6577	22.9530	21.9566	21.7144	1.701	0.242	0
23.8574	22.4614	21.3447	20.8425	2.513	0.502	0
21.8079	20.9033	20.6052	20.4153	1.203	0.190	0
21.3767	20.3754	20.0193	19.7924	1.357	0.227	0
23.1087	22.4484	21.3372	20.9340	1.771	0.403	0
19.0289	17.8625	17.5149	17.3543	1.514	0.161	0
22.6020	21.5766	21.2446	21.0898	1.357	0.155	0
23.8576	21.6164	20.3951	20.0114	3.462	0.384	0
19.3187	17.4673	16.8120	16.5658	2.507	0.246	0
23.2063	20.3534	18.9689	18.1368	4.237	0.832	0
19.4497	18.4561	18.1545	17.9796	1.295	0.175	0
24.4251	22.5360	21.5900	21.1945	2.835	0.396	0
22.2887	21.1649	20.4259	19.9935	1.863	0.432	0
21.5521	18.8227	17.4861	16.2574	4.066	1.229	0
22.4387	21.3421	21.0939	20.8866	1.345	0.207	0
